Transaction_date,Price,Name,City
1/25/09 2:46,3600,Family,Dubai
1/17/09 20:46,3600,Michelle,Dubai
1/24/09 7:18,3600,Kathryn,Kirriemuir
1/11/09 7:09,1200,Oswald,Tramore
1/8/09 4:15,1200,Elyssa,Gdansk
1/22/09 10:47,1200,michelle,Arklow
1/26/09 20:47,1200,Alicia,Lincoln                     
1/12/09 12:22,1200,JP,Tierp
1/26/09 1:44,3600,Geraldine,Brussels
1/18/09 12:57,1200,sandra,Burr Oak                    
1/24/09 21:26,1200,Olivia,Wheaton                     
1/26/09 12:26,3600,Tom,Killeen                     
1/5/09 7:37,1200,Annette ,Manhattan                   
1/14/09 12:33,1200,SUSAN,Oxford
1/14/09 0:15,3600,Michael,Paris
1/1/09 12:42,1200,ashton,Exeter
1/6/09 6:07,1200,Scott,Rungsted
1/15/09 5:11,3600,Pam,London
1/17/09 4:03,1200,Lisa ,Borja
1/19/09 10:13,3600,Pavel,London
1/18/09 9:42,1200,Richard,Jamestown                   
1/9/09 11:14,1200,Jasinta Jeanne,Owings Mills                
1/10/09 13:42,1200,Rachel,Hamilton
1/7/09 7:28,1200,Cherish ,Anchorage                   
1/18/09 6:46,1200,Shona ,Mornington
1/30/09 12:18,1200,Abikay,Fullerton                   
1/6/09 5:42,1200,Abikay,Atlanta                     
1/2/09 10:58,3600,Kendra,Toronto
1/8/09 3:29,1200,amanda,Liverpool
1/12/09 13:23,3600,Leila,Ponte San Nicolo
1/19/09 9:34,1200,amanda,Las Vegas                   
1/9/09 7:49,1200,Stacy,Rochester Hills             
1/15/09 5:27,3600,Derrick,North Bay
1/8/09 23:40,1200,Jacob,Lindfield
1/27/09 11:02,1200,DOREEN,Madrid
1/14/09 13:23,1200,eugenia,Wisconsin Rapids            
1/7/09 20:01,1200,Karen,Austin                      
1/20/09 12:32,1200,Bea,Chicago                     
1/6/09 14:35,1200,Hilde Karin,Las Vegas                   
1/4/09 6:51,1200,Rima,Mullingar
1/24/09 18:30,1200,Ruangrote,Melbourne
1/25/09 5:57,1200,pamela,Ayacucho
1/5/09 10:02,3600,Emillie,Eagan                       
1/13/09 9:14,1200,sangeeta,Vossevangen
1/22/09 7:35,1200,Anja,Ferney-Voltaire
1/2/09 11:06,1200,Andrew,Sevilla
1/11/09 9:50,1200,Bato,Munchengosserstadt
1/21/09 20:44,1200,Ailsa ,Lindenhurst                 
1/5/09 9:09,1200,Sophie,Bloomfield                  
1/5/09 12:41,1200,Katrin,Calgary
1/28/09 12:54,3600,Kelly ,Vancouver
1/21/09 4:46,1200,Tomasz,Klampenborg
1/7/09 13:28,1200,Elizabeth,Calne
1/27/09 11:18,3600,Michael,Los Angeles                 
1/7/09 12:39,3600,Natasha,Milano
1/24/09 13:54,3600,Meredith,Kloten
1/30/09 6:48,1200,Nicole,Fayetteville                
1/22/09 18:07,1200,Ryan,Simpsonville                
1/29/09 15:03,1200,Mary ,Auckland
1/2/09 14:14,1200,Aaron,Reading
1/19/09 11:05,1200,Bertrand,North Caldwell              
1/28/09 16:17,1200,Zoe,Coventry
1/8/09 12:46,1200,Trine Marie,Orillia
1/29/09 16:07,1200,Kim,Paris
1/29/09 13:41,1200,John ,San Jose                    
1/8/09 6:29,1200,Rich,Ingelheim-Mitte
1/4/09 12:53,1200,Kayla,Leamington Spa
1/14/09 12:55,1200,Richard and Comfort,Regensdorf
1/14/09 6:35,1200,Eric,Melbourne
1/27/09 13:08,1200,Melissa,Geneve
1/31/09 23:09,1200,Dawn,Vaucluse
1/21/09 14:34,1200,Tamara,Klosterneuburg
1/16/09 8:28,1200,Ashley,Rancho Cordova              
1/11/09 9:55,1200,familly ,Creemore
1/8/09 2:46,1200,Ken,Sidcup
1/26/09 7:11,1200,Tori,Minneapolis                 
1/31/09 5:39,3600,Hanne,Phoenix                     
1/9/09 8:35,1200,Precious,Edmonton
1/24/09 3:25,1200,Michelle,Lyndoch
1/26/09 8:45,1200,Paula,Larchmont                   
1/23/09 10:45,1200,Stephanie,Saint Charles               
1/28/09 8:50,1200,kemp,Brentwood                   
1/15/09 19:10,3600,Therese,Pensacola                   
1/9/09 20:25,1200,Mona,Kelowna
1/15/09 21:53,1200,Caroline,Toronto
1/12/09 0:17,1200,Andrea,Brondby Strand
1/25/09 10:32,1200,Pilar,Florence
1/12/09 23:35,1200,Lisa,Perth
1/11/09 6:09,1200,A,Saint Petersburg            
1/3/09 13:35,1200,Yvette,Aubonne
1/18/09 11:03,3600,Katie,Gava
1/5/09 18:55,1200,Nicole,Mc Lean                     
1/2/09 18:54,1200,Kelly,Hendersonville              
1/13/09 14:44,3600,george,Zurich
1/4/09 4:05,1200,Samantha,Watford
1/27/09 12:47,1200,Caterina,Amsterdam
1/22/09 6:51,1200,Kate,Rochester Hills             
1/1/09 21:40,1200,Tina,Anglesea
1/27/09 18:06,1200,Emily,Killarney
1/10/09 14:59,1200,Maricel,Malibu                      
1/26/09 15:42,1200,Patricia,Allen                       
1/12/09 14:37,1200,steve,Evires
1/16/09 7:58,1200,Darrah,Den Haag
1/22/09 14:32,1200,Sara,Perth City
1/19/09 6:50,1200,Erika,Redruth
1/24/09 11:54,1200,Audrey,Bruxelles
1/13/09 13:36,1200,Louise,London
1/13/09 11:56,1200,Karen,Montreal
1/19/09 7:49,1200,Maki,Miami Beach                 
1/10/09 7:37,1200,Peter,Shankill
1/20/09 5:53,1200,Ashlee,Oxford
1/6/09 10:34,1200,Anja,New York                    
1/23/09 5:14,1200,Ellen Walton ,Melbourne
1/14/09 16:02,1200,Jessica,Woodland Hills              
1/14/09 18:05,1200,Wouter and Andrea,Anchorage                   
1/8/09 20:52,1200,Pam and Rob,Yorba Linda                 
1/7/09 13:57,1200,Elsa,Waiwera
1/25/09 10:34,1200,kathleen kane,Jamaica Plain               
1/28/09 4:35,1200,Selene,Oslo
1/19/09 3:25,1200,Christy,Setagaya
1/18/09 0:41,3600,Hanna Agla,Donauworth
1/27/09 2:38,1200,Elyse,Bandon
1/16/09 6:04,1200,Alexis,Ehingen an der Donau
1/5/09 5:30,1200,M George,Paris
1/9/09 14:55,1200,John,Banbury
1/29/09 10:07,1200,cheryl,Beverly Hills               
1/27/09 3:55,1200,R,Danderyd
1/25/09 12:35,3600,Charlene ,Sebastopol                  
1/3/09 16:56,1200,Cindy,Glendora                    
1/12/09 12:04,1200,Ed,Nacka
1/27/09 3:19,1200,Astrid,Canterbury
1/24/09 9:30,1200,Nicole,Neuchatel
1/25/09 18:33,1200,Maria Macarena,Billings                    
1/15/09 11:43,1200,Maggie,Libertyville                
1/23/09 16:30,3600,Christophe,Temecula                    
1/5/09 12:57,1200,Manoj,Boise                       
1/29/09 16:52,1200,Brenda,Rock Hill                   
1/10/09 0:04,1200,Lizelle ,Mililani                    
1/3/09 14:17,3600,Kees en Valesca,Scamander
1/15/09 9:00,1200,Cormac,Freeport City
1/24/09 20:58,1200,jacqueline,North Vancouver
1/10/09 11:53,1200,Martin,Ludwigsburg
1/4/09 17:34,1200,Dean,Rockingham
1/28/09 0:22,1200,VERBENA,Basel
1/17/09 1:49,1200,Angel Marie,Den Haag
1/25/09 17:48,1200,olla,Westminster                 
1/22/09 5:39,3600,Eman,Penclawdd
1/19/09 15:40,3600,Julia,Ede
1/21/09 23:52,1200,Sarah,Plan-les-Ouattes
1/19/09 13:15,1200,Esther,Stocksund
1/16/09 7:35,1200,amy,Stuttgart
1/22/09 9:48,3600,Jyoti,Tunbridge Wells
1/18/09 12:05,3600,Keri,Issaquah                    
1/4/09 10:44,1200,Paul,Burnaby
1/20/09 14:55,1200,Attie,Cypress                     
1/2/09 18:41,1200,odile,Lititz                      
1/2/09 7:03,1200,gail ,London
1/21/09 7:19,1200,Niki,Chadds Ford                 
1/11/09 17:52,3600,Danny,St Thomas                   
1/16/09 17:56,1200,Sarah,Coppell                     
1/9/09 20:00,1200,Beckie ,Ladera Ranch                
1/13/09 2:47,1200,Maryse,Rathfarnham
1/19/09 4:23,3600,don,Cagliari
1/13/09 12:51,1200,Majken,Charlottenlund
1/29/09 7:40,1200,Karen and Andrew,Munchen
1/21/09 4:34,1200,Katerina,Firenze
1/7/09 13:28,1200,Mary,Baile Atha Bui
1/26/09 16:47,1200,Oscar,Chamonix-Mont-Blanc
1/29/09 1:01,1200,Suejean,Gingins
1/25/09 12:55,1200,ann,Boca Raton                  
1/24/09 13:35,1200,Renee,Chaska                      
1/28/09 13:30,1200,Catherine,Hghlnds Ranch               
1/20/09 19:08,1200,Rhonda,Atlanta                     
1/29/09 17:13,1200,alix,Tenafly                     
1/2/09 5:33,1200,Mike,Aberdeen
1/31/09 11:03,1200,Diane,Djurgarden
1/13/09 9:16,1200,Sigrun,Nashville                   
1/19/09 12:38,1200,Dania,Munich
1/18/09 12:14,3600,Kelsi,Utrecht
1/22/09 10:59,1200,Maria,Boyceville                  
1/14/09 7:30,1200,Bent Erik,Basauri
1/19/09 1:52,1200,Kirsten,Melbourne
1/8/09 23:00,1200,Dickson,Kemerburgaz
1/25/09 7:29,1200,Howard,Worcester
1/17/09 15:19,1200,Dana,Thurles
1/23/09 12:23,1200,Nola,Den Haag
1/24/09 8:45,1200,Elizabeth,Cos Cob                     
1/27/09 3:45,3600,minjeong,Bern
1/29/09 23:48,1200,Matt,Leicester
1/3/09 18:43,1200,Vanessa,Cornwall
1/24/09 17:18,3600,Charlotte,Sterling                    
1/2/09 15:13,1200,Rowena,Cork
1/8/09 10:44,1200,Catherine,Mount Forest
1/29/09 8:13,1200,Sarah,Ridgefield                  
1/24/09 10:26,1200,sorcha,Porto Alegre
1/24/09 12:56,1200,sorcha,Cartierville
1/7/09 13:38,1200,Mary,Stuttgart
1/23/09 15:38,1200,Ronja,Manhattan                   
1/26/09 14:43,1200,Nicola ,Sneem
1/17/09 20:33,1200,BURCAK,Alpharetta                  
1/5/09 9:15,1200,isabelle,Sainte-Therese-de-Blainville
1/20/09 8:16,1200,christy,Germantown                  
1/29/09 12:46,1200,Lilly,Castleknock
1/15/09 18:12,1200,Mandy,Hono                        
1/23/09 13:55,1200,Elena,New Rochelle                
1/26/09 10:26,1200,Lolarae,Calgary
1/12/09 11:48,1200,Lisa,South Waterford             
1/29/09 15:20,1200,Nita and Trebor,Washington Township         
1/28/09 7:26,1200,Jenevieve,Guelph
1/14/09 0:03,3600,Piret,Bunbury
1/13/09 1:55,1200,Damian,Mettlach
1/12/09 23:21,1200,Lusell,Oberwil
1/22/09 2:16,1200,Costanza,Beykoz
1/29/09 12:53,1200,Vanessa,Arc-et-Senans
1/28/09 11:36,1200,Evelyn,Grossbodungen
1/19/09 6:50,1200,Nicola,Bruxelles
1/30/09 5:20,1200,Simone,Kilcornan
1/19/09 14:06,1200,Elisabeth,Wilmington                  
1/8/09 9:43,1200,Kasey,Aix-en-Provence
1/23/09 9:09,3600,Olympe,Lidingo
1/20/09 8:58,1200,James,Edmonton
1/2/09 13:35,1200,Alyssa,Antibes
1/9/09 15:03,1200,Reto,Seattle                     
1/23/09 7:04,1200,Joelle,Rowayton                    
1/17/09 10:14,1200,Nicole,Simcoe
1/19/09 16:16,1200,Alexandria,Lebanon                     
1/20/09 13:54,1200,Elisabeth,Birkdale
1/23/09 21:35,1200,Ann,Brisbane
1/21/09 23:41,1200,Olga,Strasbourg
1/21/09 4:11,1200,Courtney,Suchdol
1/10/09 3:43,1200,stacy,Stuttgart
1/15/09 18:08,3600,Monica,Villanova                   
1/20/09 14:48,3600,Michael,Norrkoping
1/21/09 11:56,1200,Katrin,Zumikon
1/30/09 6:18,3600,Louise,Balgach
1/12/09 17:28,1200,Alfredo A,Las Vegas                   
1/29/09 8:27,3600,Kerry,Prague
1/24/09 12:43,1200,Saeko ,Warwick                     
1/7/09 10:49,3600,VIOLETA,Silver Spring               
1/11/09 17:06,1200,Antje,Sacramento                  
1/30/09 6:17,1200,janet,Blarney
1/7/09 10:52,1200,claire ,Ballyneety
1/27/09 6:20,1200,Nathalie,Haymarket                   
1/21/09 20:02,1200,Daria,George Town
1/4/09 16:23,1200,Judith L.,Scottsdale                  
1/6/09 12:26,1200,Audinet,Cambridge                   
1/11/09 4:34,1200,William,Chalfont Saint Peter
1/17/09 6:39,1200,Tatjana and Martin,Birmingham
1/4/09 3:41,1200,Scott,Den Haag
1/12/09 5:50,7500,Brona,Den Haag
1/3/09 13:43,1200,Andree,Newmarket
1/11/09 6:51,1200,Aziz,Irpin'
1/17/09 6:23,1200,Fernando,Grosseto
1/26/09 18:38,1200,Jo,Pembroke Pines              
1/31/09 13:26,1200,Joern,Waterford
1/21/09 2:20,3600,Melissa,Carouge
1/18/09 13:25,1200,Melissa,Chester                     
1/18/09 18:57,1200,isabela,Reston                      
1/31/09 1:59,1200,Nacole,Milan
1/25/09 16:08,1200,Jennifer,Vancouver
1/16/09 19:13,1200,Mary,Alpharetta                  
1/31/09 15:25,1200,Lisa,Ringgold                    
1/9/09 8:57,1200,Debora ,Wall                        
1/4/09 22:18,3600,Karoline ,Powell River
1/10/09 15:18,3600,Jo ,Huntington Beach            
1/16/09 19:47,1200,Kristen,Los Gatos                   
1/25/09 8:16,3600,Astrid,Oslo
1/25/09 8:48,1200,Malinda,Oxford
1/17/09 9:12,1200,Sylvia,Alexandria                  
1/24/09 1:22,1200,Jupiterlina Elika,Rome
1/27/09 15:09,1200,Aniko,Random Lake                 
1/25/09 21:49,1200,Petra,San Francisco               
1/24/09 8:51,1200,Heather,Baluan
1/6/09 14:08,1200,Kim,Brussels
1/17/09 14:06,1200,Ruby,Bedford Corners             
1/21/09 12:38,1200,Novy ,Istanbul
1/30/09 23:49,3600,Stephanie,Hilversum
1/12/09 12:00,1200,Tammy,Milford                     
1/29/09 21:40,1200,Alessandra,Vancouver
1/24/09 13:38,1200,Cathy,Kidderminster
1/25/09 13:50,3600,Scott,Lausanne
1/12/09 13:41,1200,dia,Claygate
1/5/09 11:44,1200,Lauren,Laasby
1/2/09 8:31,1200,Line,Budaors
1/31/09 7:13,1200,Sean,London
1/20/09 2:17,1200,Sarah,Santo Domingo City
1/25/09 20:15,1200,Brian,Croton On Hudson            
1/25/09 19:44,1200,Lesa,Vespasiano
1/30/09 9:00,1200,james,Nashville                   
1/7/09 19:18,1200,loudon,Ottawa
1/4/09 10:18,1200,Allison,Naples                      
1/23/09 14:57,1200,Surat,Bridgewater                 
1/12/09 10:08,3600,Judy,Washington                  
1/19/09 4:22,1200,brian,Hagen
1/21/09 21:37,1200,Rachel,Taicheng
1/25/09 4:34,1200,Hilde,Groningen
1/30/09 1:09,1200,Tarja,Villars
1/26/09 15:16,1200,Megan,Huntersville                
1/15/09 15:56,3600,Charmain,Cartersburg                 
1/2/09 20:47,1200,Katharina,Flower Mound                
1/25/09 9:36,1200,Zaneta ,Rochester                   
1/20/09 20:09,1200,Jeannette,Dubai
1/8/09 11:14,3600,Liz,Langnau
1/6/09 20:39,3600,Christiane,Mission
1/6/09 18:10,1200,Cherie,Columbus                    
1/11/09 6:46,3600,Shiree,Clondalkin
1/19/09 14:26,1200,Tracey,Harold's Cross
1/31/09 6:14,1200,Scott ,Sag Harbor                  
1/6/09 9:31,1200,Frances,San Diego                   
1/21/09 7:31,1200,Beatrice,Wilmington                  
1/20/09 17:23,3600,Jessica,Toronto
1/29/09 12:10,1200,Alison,Issaquah                    
1/24/09 23:21,1200,elaine,Phuket
1/28/09 10:37,1200,Chevonne,Athina
1/30/09 14:36,1200,danielle,Geneve
1/21/09 2:07,1200,Caroline and Jonathan,Chichester
1/26/09 6:37,1200,manuela,Massagno
1/4/09 14:27,1200,Carole,Cardiff
1/9/09 3:03,3600,Ghislaine,Ferney-Voltaire
1/8/09 19:26,3600,Christian,Mableton                    
1/10/09 16:02,1200,Hollie,San Diego                   
1/6/09 6:31,1200,mike,La Louviere
1/23/09 13:13,1200,Malahat,Minneapolis                 
1/18/09 17:55,1200,Michaela,Mafra
1/5/09 15:15,1200,Amy,Ashford
1/2/09 10:32,1200,Brandi,Edmonton
1/25/09 9:27,1200,erin,London
1/5/09 6:12,1200,Tracy,Lucca
1/6/09 2:41,1200,Polyxene,Perth
1/27/09 14:42,3600,Jean,Arlington                   
1/8/09 12:03,1200,Andrea,Calgary
1/29/09 12:16,1200,Jessica,Chiefland                   
1/19/09 10:47,1200,David,Stavenger
1/8/09 2:49,3600,Caroline,Begnins
1/19/09 17:40,1200,Riche Lou,Newton                      
1/11/09 0:15,1200,Chris,Den Haag
1/16/09 5:12,3600,Karen,Berikon
1/19/09 6:52,1200,melanie,Santa Barbaraa
1/26/09 1:14,1200,beatrice,Churra
1/30/09 10:31,1200,lorna,Castle Rock                 
1/23/09 5:52,1200,Tary,Zug
1/7/09 9:54,1200,Julie ,Ashford
1/1/09 16:44,1200,Julie ,Rockville                   
1/23/09 9:27,1200,Jerome,Madrid
1/22/09 12:56,1200,Laleh,Aasgaardstrand
1/16/09 13:35,1200,Michael,Milano
1/13/09 9:26,1200,Kerry,Anieres
1/25/09 11:35,7500,Anita,Fresno                      
1/26/09 14:02,1200,Veronique,Fresno                      
1/7/09 13:26,1200,Sarah,Warwick
1/15/09 11:45,1200,Simone,Watford
1/27/09 12:02,1200,Jackie,Waterford
1/28/09 14:09,1200,giovanna,Pruszkow
1/23/09 7:13,1200,Elizabeth,Hamilton
1/22/09 15:59,3600,Lisa,Ottawa
1/16/09 10:27,1200,Maki,Montgomery                  
1/26/09 22:45,1200,Anjan,Tokyo
1/25/09 18:33,1200,Sarah,Manteno                     
1/16/09 6:13,1200,Niamh,Benoni
1/12/09 17:19,3600,elizabeth r,Winter Haven                
1/2/09 4:21,1200,Elaine,Tranby
1/5/09 3:03,1200,Elizabeth,Cork
1/15/09 15:22,1200,Sara,Fort Lauderdale             
1/26/09 5:38,3600,Tulin,Cranberry Twp               
1/24/09 10:38,1200,Kenneth,Arlington                   
1/2/09 7:30,1200,Fiona,Lake Ronkonkoma
1/26/09 6:38,1200,Christian,Alexandria                  
1/17/09 7:56,7500,Michel,Lipari
1/17/09 7:58,7500,natalie,Lipari
1/18/09 4:32,1200,jure,Lipari
1/26/09 8:00,1200,Elizabeth ,Bluffton                    
1/11/09 8:41,1200,Juliann,Winter Spgs                 
1/21/09 10:32,1200,Julie ,Chelmsford                  
1/29/09 12:27,1200,philippa katherine,Cabinteely
1/13/09 13:19,3600,Anthony,Toronto
1/31/09 18:12,1200,matthew,Cincinnati                  
1/22/09 15:35,1200,Steven,Houston                     
1/5/09 11:24,1200,Angie,Rodeo                       
1/23/09 11:23,1200,Lauren,Poughkeepsie                
1/7/09 20:55,1200,Esther,Cincinnati                  
1/13/09 9:40,1200,Elizabeth,North Eastham               
1/25/09 15:18,3600,marie-louise,Sitka                       
1/30/09 20:58,3600,Tanya,Carcross
1/31/09 4:50,1200,Detlev,Taby
1/20/09 10:05,3600,Stephen,Calgary
1/9/09 5:15,1200,Roza,Alcobendas
1/13/09 7:09,3600,John,Chicago                     
1/3/09 11:03,1200,paula,Sammamish                   
1/17/09 20:51,1200,Kathryn,Waiau Pa
1/5/09 7:55,1200,Isabelle,Ewa Beach                   
1/25/09 14:40,1200,Maureen,Statesville                 
1/25/09 17:55,1200,David,Kapaa                       
1/3/09 12:54,1200,caterina,Burbank                     
1/22/09 3:57,3600,Parth,Oegstgeest
1/23/09 5:11,1200,Alexia,Blackrock
1/25/09 11:52,3600,Gloria Gail ,WalcProduct3ee
1/10/09 4:12,1200,Gloria Gail ,Foxrock
1/10/09 9:32,3600,Cheryl,Hilton Head                 
1/22/09 12:45,7500,Frank and Christelle,Valley Center               
1/6/09 18:11,3600,Triona,Swampscott                  
1/19/09 5:56,1200,Allison,Edinburgh
1/25/09 10:50,1200,Phillip,San Antonio                 
1/14/09 8:38,1200,jingyan,Bristol                     
1/2/09 17:24,3600,clara,Perth
1/7/09 18:15,1200,Selma,Greenville                  
1/3/09 21:19,1200,Doug and Tina,Pls Vrds Est                
1/4/09 5:13,1200,Lauren,Hradec Kralove
1/4/09 9:28,1200,Jen,Maidstone
1/2/09 4:34,1200,gladys,Saint Albans
1/22/09 11:10,1200,Gustavo,Voluntari
1/7/09 12:06,1200,Erica,Nadur
1/29/09 13:25,1200,Hale,Morrison                    
1/27/09 2:57,1200,Rosemary,Cobham
1/7/09 13:19,1200,Darian,Izmir
1/23/09 10:04,1200,Kevin,Hollywood                   
1/19/09 4:55,1200,Alyssa,Brighton
1/28/09 22:02,1200,Hale,Hawera
1/4/09 18:57,1200,KELI,Worongary
1/12/09 20:31,1200,Glen,Atlantida
1/24/09 12:00,1200,T,El Escorial
1/28/09 11:19,1200,christal,Morrison                    
1/7/09 17:48,1200,Alex,Augusta                     
1/23/09 12:42,3600,Anke,Avalon
1/7/09 19:48,3600,TRICIA,Sydney
1/26/09 11:19,1200,smith,Lahti
1/5/09 13:23,1200,Macy,Inner City
1/26/09 13:41,1200,Lesleigh,Baden
1/20/09 10:42,3600,esther,Huddersfield
1/22/09 14:25,1200,Hans-Joerg,Belfast
1/28/09 5:36,3600,Christiane,Black River
1/1/09 4:24,7500,Pamela,Skaneateles                 
1/8/09 11:55,1200,julie,Haverhill
1/12/09 21:30,1200,Julia ,Madison                     
